"DateTime";"Players";"Average Players"
"2023-07-08 00:00:00";53546;40249
"2023-07-09 00:00:00";55553;42769
"2023-07-10 00:00:00";48361;35215
"2023-07-11 00:00:00";48747;35020
"2023-07-12 00:00:00";49016;34860
"2023-07-13 00:00:00";49362;34894
"2023-07-14 00:00:00";49961;35538
"2023-07-15 00:00:00";55071;41163
"2023-07-16 00:00:00";56869;43500
"2023-07-17 00:00:00";48717;36060
"2023-07-18 00:00:00";48379;34637
"2023-07-19 00:00:00";46479;33548
"2023-07-20 00:00:00";45382;32645
"2023-07-21 00:00:00";45411;32683
"2023-07-22 00:00:00";50369;37774
"2023-07-23 00:00:00";51603;39632
"2023-07-24 00:00:00";44154;32364
"2023-07-25 00:00:00";43352;31467
"2023-07-26 00:00:00";42581;30860
"2023-07-27 00:00:00";42926;30456
"2023-07-28 00:00:00";44497;32271
"2023-07-29 00:00:00";49819;37381
"2023-07-30 00:00:00";50677;39310
"2023-07-31 00:00:00";43165;32282
"2023-08-01 00:00:00";42618;31347
"2023-08-02 00:00:00";41846;30903
"2023-08-03 00:00:00";41135;29884
"2023-08-04 00:00:00";40451;29504
"2023-08-05 00:00:00";45275;34060
"2023-08-06 00:00:00";46218;35767
"2023-08-07 00:00:00";39367;29283
"2023-08-08 00:00:00";38470;27868
"2023-08-09 00:00:00";37054;27102
"2023-08-10 00:00:00";36260;26852
"2023-08-11 00:00:00";37030;27124
"2023-08-12 00:00:00";41293;31348
"2023-08-13 00:00:00";42458;32889
"2023-08-14 00:00:00";36537;27294
"2023-08-15 00:00:00";36616;26823
"2023-08-16 00:00:00";33649;25158
"2023-08-17 00:00:00";33314;24539
"2023-08-18 00:00:00";34245;24863
"2023-08-19 00:00:00";38415;29096
"2023-08-20 00:00:00";40203;31163
"2023-08-21 00:00:00";33921;25088
"2023-08-22 00:00:00";33804;23989
"2023-08-23 00:00:00";33701;24216
"2023-08-24 00:00:00";33088;23935
"2023-08-25 00:00:00";34156;24072
"2023-08-26 00:00:00";38469;28921
"2023-08-27 00:00:00";39998;30597
